YEAR,MONTH,COUNT,STATE NAME,DISEASE
1954,11,65,Florida,"Polio, paralytic"
1954,12,25,Florida,"Polio, paralytic"
1954,1,7,Georgia,"Polio, paralytic"
1954,2,2,Georgia,"Polio, paralytic"
1954,3,2,Georgia,"Polio, paralytic"
1954,4,3,Georgia,"Polio, paralytic"
1954,5,13,Georgia,"Polio, paralytic"
1954,6,26,Georgia,"Polio, paralytic"
1954,7,44,Georgia,"Polio, paralytic"
1954,8,79,Georgia,"Polio, paralytic"
1954,9,59,Georgia,"Polio, paralytic"
1954,10,33,Georgia,"Polio, paralytic"
1954,11,9,Georgia,"Polio, paralytic"
1954,12,5,Georgia,"Polio, paralytic"
1954,1,12,Hawaii,"Polio, paralytic"
1954,2,21,Hawaii,"Polio, paralytic"
1954,3,23,Hawaii,"Polio, paralytic"
1954,4,16,Hawaii,"Polio, paralytic"
1954,5,12,Hawaii,"Polio, paralytic"
1954,6,32,Hawaii,"Polio, paralytic"
1954,7,7,Hawaii,"Polio, paralytic"
1954,8,7,Hawaii,"Polio, paralytic"
1954,9,9,Hawaii,"Polio, paralytic"
1954,10,2,Hawaii,"Polio, paralytic"
1954,11,2,Hawaii,"Polio, paralytic"
1954,12,1,Hawaii,"Polio, paralytic"
1954,1,2,Idaho,"Polio, paralytic"
1954,2,3,Idaho,"Polio, paralytic"
1954,5,2,Idaho,"Polio, paralytic"
1954,7,4,Idaho,"Polio, paralytic"
1954,8,11,Idaho,"Polio, paralytic"
1954,9,22,Idaho,"Polio, paralytic"
1954,10,10,Idaho,"Polio, paralytic"
1954,11,5,Idaho,"Polio, paralytic"
1954,12,2,Idaho,"Polio, paralytic"
1954,1,4,Illinois,"Polio, paralytic"
1954,2,9,Illinois,"Polio, paralytic"
1954,3,5,Illinois,"Polio, paralytic"
1954,4,4,Illinois,"Polio, paralytic"
1954,5,6,Illinois,"Polio, paralytic"
1954,6,23,Illinois,"Polio, paralytic"
1954,7,124,Illinois,"Polio, paralytic"
1954,8,345,Illinois,"Polio, paralytic"
1954,9,429,Illinois,"Polio, paralytic"
1954,10,263,Illinois,"Polio, paralytic"
1954,11,99,Illinois,"Polio, paralytic"
1954,12,43,Illinois,"Polio, paralytic"
1954,1,4,Indiana,"Polio, paralytic"
1954,2,6,Indiana,"Polio, paralytic"
1954,3,6,Indiana,"Polio, paralytic"
1954,4,2,Indiana,"Polio, paralytic"
1954,5,4,Indiana,"Polio, paralytic"
1954,6,9,Indiana,"Polio, paralytic"
1954,7,55,Indiana,"Polio, paralytic"
1954,8,104,Indiana,"Polio, paralytic"
1954,9,141,Indiana,"Polio, paralytic"
1954,10,86,Indiana,"Polio, paralytic"
1954,11,25,Indiana,"Polio, paralytic"
1954,12,4,Indiana,"Polio, paralytic"
1954,1,1,Iowa,"Polio, paralytic"
1954,2,1,Iowa,"Polio, paralytic"
1954,3,1,Iowa,"Polio, paralytic"
1954,4,2,Iowa,"Polio, paralytic"
1954,5,4,Iowa,"Polio, paralytic"
1954,6,3,Iowa,"Polio, paralytic"
1954,7,68,Iowa,"Polio, paralytic"
1954,8,128,Iowa,"Polio, paralytic"
1954,9,173,Iowa,"Polio, paralytic"
1954,10,107,Iowa,"Polio, paralytic"
1954,11,28,Iowa,"Polio, paralytic"
1954,12,9,Iowa,"Polio, paralytic"
1954,1,2,Kansas,"Polio, paralytic"
1954,2,2,Kansas,"Polio, paralytic"
1954,3,1,Kansas,"Polio, paralytic"
1954,4,1,Kansas,"Polio, paralytic"
1954,5,2,Kansas,"Polio, paralytic"
1954,6,12,Kansas,"Polio, paralytic"
1954,7,32,Kansas,"Polio, paralytic"
1954,8,33,Kansas,"Polio, paralytic"
1954,9,53,Kansas,"Polio, paralytic"
1954,10,25,Kansas,"Polio, paralytic"
1954,11,10,Kansas,"Polio, paralytic"
1954,1,3,Kentucky,"Polio, paralytic"
1954,2,7,Kentucky,"Polio, paralytic"
1954,3,1,Kentucky,"Polio, paralytic"
1954,4,3,Kentucky,"Polio, paralytic"
1954,5,9,Kentucky,"Polio, paralytic"
1954,6,11,Kentucky,"Polio, paralytic"
1954,7,71,Kentucky,"Polio, paralytic"
1954,8,96,Kentucky,"Polio, paralytic"
1954,9,155,Kentucky,"Polio, paralytic"
1954,10,87,Kentucky,"Polio, paralytic"
1954,11,29,Kentucky,"Polio, paralytic"
1954,12,24,Kentucky,"Polio, paralytic"
1954,1,3,Louisiana,"Polio, paralytic"
1954,2,1,Louisiana,"Polio, paralytic"
1954,3,10,Louisiana,"Polio, paralytic"
1954,4,9,Louisiana,"Polio, paralytic"
1954,5,14,Louisiana,"Polio, paralytic"
1954,6,39,Louisiana,"Polio, paralytic"
1954,7,69,Louisiana,"Polio, paralytic"
1954,8,45,Louisiana,"Polio, paralytic"
1954,9,57,Louisiana,"Polio, paralytic"
1954,10,33,Louisiana,"Polio, paralytic"
1954,11,30,Louisiana,"Polio, paralytic"
1954,12,9,Louisiana,"Polio, paralytic"
1954,1,2,Maine,"Polio, paralytic"
1954,7,4,Maine,"Polio, paralytic"
1954,8,17,Maine,"Polio, paralytic"
1954,9,21,Maine,"Polio, paralytic"
1954,10,34,Maine,"Polio, paralytic"
1954,11,9,Maine,"Polio, paralytic"
1954,12,2,Maine,"Polio, paralytic"
1954,1,1,Maryland,"Polio, paralytic"
1954,2,1,Maryland,"Polio, paralytic"
1954,3,1,Maryland,"Polio, paralytic"
1954,5,1,Maryland,"Polio, paralytic"
1954,6,3,Maryland,"Polio, paralytic"
1954,7,9,Maryland,"Polio, paralytic"
1954,8,23,Maryland,"Polio, paralytic"
1954,9,48,Maryland,"Polio, paralytic"
1954,10,45,Maryland,"Polio, paralytic"
1954,11,15,Maryland,"Polio, paralytic"
1954,12,6,Maryland,"Polio, paralytic"
1954,1,7,Massachusetts,"Polio, paralytic"
1954,2,7,Massachusetts,"Polio, paralytic"
1954,3,5,Massachusetts,"Polio, paralytic"
1954,5,4,Massachusetts,"Polio, paralytic"
1954,6,6,Massachusetts,"Polio, paralytic"
1954,7,18,Massachusetts,"Polio, paralytic"
1954,8,88,Massachusetts,"Polio, paralytic"
1954,9,117,Massachusetts,"Polio, paralytic"
1954,10,79,Massachusetts,"Polio, paralytic"
1954,11,44,Massachusetts,"Polio, paralytic"
1954,12,20,Massachusetts,"Polio, paralytic"
1954,1,27,Michigan,"Polio, paralytic"
1954,2,6,Michigan,"Polio, paralytic"
1954,3,3,Michigan,"Polio, paralytic"
1954,4,7,Michigan,"Polio, paralytic"
1954,5,16,Michigan,"Polio, paralytic"
1954,6,43,Michigan,"Polio, paralytic"
1954,7,160,Michigan,"Polio, paralytic"
1954,8,300,Michigan,"Polio, paralytic"
1954,9,267,Michigan,"Polio, paralytic"
1954,10,160,Michigan,"Polio, paralytic"
1954,11,60,Michigan,"Polio, paralytic"
1954,12,11,Michigan,"Polio, paralytic"
1954,1,3,Minnesota,"Polio, paralytic"
1954,2,5,Minnesota,"Polio, paralytic"
1954,3,1,Minnesota,"Polio, paralytic"
1954,4,4,Minnesota,"Polio, paralytic"
1954,5,1,Minnesota,"Polio, paralytic"
1954,6,5,Minnesota,"Polio, paralytic"
1954,7,26,Minnesota,"Polio, paralytic"
1954,8,100,Minnesota,"Polio, paralytic"
1954,9,113,Minnesota,"Polio, paralytic"
1954,10,49,Minnesota,"Polio, paralytic"
1954,11,17,Minnesota,"Polio, paralytic"
1954,12,13,Minnesota,"Polio, paralytic"
1954,1,4,Mississippi,"Polio, paralytic"
1954,4,2,Mississippi,"Polio, paralytic"
1954,5,8,Mississippi,"Polio, paralytic"
1954,6,21,Mississippi,"Polio, paralytic"
1954,7,34,Mississippi,"Polio, paralytic"
1954,8,29,Mississippi,"Polio, paralytic"
1954,9,7,Mississippi,"Polio, paralytic"
1954,10,10,Mississippi,"Polio, paralytic"
1954,11,2,Mississippi,"Polio, paralytic"
1954,12,6,Mississippi,"Polio, paralytic"
1954,1,7,Missouri,"Polio, paralytic"
1954,2,2,Missouri,"Polio, paralytic"
1954,4,1,Missouri,"Polio, paralytic"
1954,5,5,Missouri,"Polio, paralytic"
1954,6,5,Missouri,"Polio, paralytic"
1954,7,38,Missouri,"Polio, paralytic"
1954,8,80,Missouri,"Polio, paralytic"
1954,9,105,Missouri,"Polio, paralytic"
1954,10,82,Missouri,"Polio, paralytic"
1954,11,22,Missouri,"Polio, paralytic"
1954,12,6,Missouri,"Polio, paralytic"
1954,1,7,Montana,"Polio, paralytic"
1954,2,10,Montana,"Polio, paralytic"
1954,3,5,Montana,"Polio, paralytic"
1954,5,1,Montana,"Polio, paralytic"
1954,6,3,Montana,"Polio, paralytic"
1954,7,4,Montana,"Polio, paralytic"
1954,8,11,Montana,"Polio, paralytic"
1954,9,26,Montana,"Polio, paralytic"
1954,10,13,Montana,"Polio, paralytic"
1954,11,13,Montana,"Polio, paralytic"
1954,12,9,Montana,"Polio, paralytic"
1954,1,2,Nebraska,"Polio, paralytic"
1954,3,3,Nebraska,"Polio, paralytic"
1954,5,3,Nebraska,"Polio, paralytic"
1954,6,23,Nebraska,"Polio, paralytic"
1954,7,64,Nebraska,"Polio, paralytic"
1954,8,89,Nebraska,"Polio, paralytic"
1954,9,96,Nebraska,"Polio, paralytic"
1954,10,30,Nebraska,"Polio, paralytic"
1954,11,4,Nebraska,"Polio, paralytic"
1954,12,5,Nebraska,"Polio, paralytic"
1954,1,1,New Hampshire,"Polio, paralytic"
1954,2,1,New Hampshire,"Polio, paralytic"
1954,6,1,New Hampshire,"Polio, paralytic"
1954,7,1,New Hampshire,"Polio, paralytic"
1954,8,8,New Hampshire,"Polio, paralytic"
1954,9,5,New Hampshire,"Polio, paralytic"
1954,10,5,New Hampshire,"Polio, paralytic"
1954,11,1,New Hampshire,"Polio, paralytic"
1954,1,3,New Jersey,"Polio, paralytic"
1954,4,1,New Jersey,"Polio, paralytic"
1954,5,2,New Jersey,"Polio, paralytic"
1954,6,9,New Jersey,"Polio, paralytic"
1954,7,40,New Jersey,"Polio, paralytic"
1954,8,105,New Jersey,"Polio, paralytic"
1954,9,137,New Jersey,"Polio, paralytic"
1954,10,149,New Jersey,"Polio, paralytic"
1954,11,75,New Jersey,"Polio, paralytic"
1954,12,29,New Jersey,"Polio, paralytic"
1954,1,2,New Mexico,"Polio, paralytic"
1954,2,1,New Mexico,"Polio, paralytic"
1954,3,2,New Mexico,"Polio, paralytic"
1954,5,1,New Mexico,"Polio, paralytic"
1954,6,2,New Mexico,"Polio, paralytic"
1954,7,15,New Mexico,"Polio, paralytic"
1954,8,16,New Mexico,"Polio, paralytic"
1954,9,21,New Mexico,"Polio, paralytic"
1954,10,8,New Mexico,"Polio, paralytic"
1954,11,7,New Mexico,"Polio, paralytic"
1954,12,4,New Mexico,"Polio, paralytic"
1954,1,32,New York,"Polio, paralytic"
1954,2,12,New York,"Polio, paralytic"
1954,3,11,New York,"Polio, paralytic"
1954,4,2,New York,"Polio, paralytic"
1954,5,5,New York,"Polio, paralytic"
1954,6,24,New York,"Polio, paralytic"
1954,7,82,New York,"Polio, paralytic"
1954,8,215,New York,"Polio, paralytic"
1954,9,338,New York,"Polio, paralytic"
1954,10,370,New York,"Polio, paralytic"
1954,11,252,New York,"Polio, paralytic"
1954,12,123,New York,"Polio, paralytic"
1954,1,4,North Carolina,"Polio, paralytic"
1954,2,3,North Carolina,"Polio, paralytic"
1954,4,3,North Carolina,"Polio, paralytic"
1954,5,1,North Carolina,"Polio, paralytic"
1954,6,13,North Carolina,"Polio, paralytic"
1954,7,68,North Carolina,"Polio, paralytic"
1954,8,94,North Carolina,"Polio, paralytic"
1954,9,61,North Carolina,"Polio, paralytic"
1954,10,32,North Carolina,"Polio, paralytic"
1954,11,11,North Carolina,"Polio, paralytic"
1954,12,7,North Carolina,"Polio, paralytic"
1954,1,1,North Dakota,"Polio, paralytic"
1954,6,1,North Dakota,"Polio, paralytic"
1954,7,2,North Dakota,"Polio, paralytic"
1954,8,9,North Dakota,"Polio, paralytic"
1954,9,6,North Dakota,"Polio, paralytic"
1954,10,2,North Dakota,"Polio, paralytic"
1954,12,2,North Dakota,"Polio, paralytic"
1954,1,8,Ohio,"Polio, paralytic"
1954,2,2,Ohio,"Polio, paralytic"
1954,3,1,Ohio,"Polio, paralytic"
1954,4,1,Ohio,"Polio, paralytic"
1954,5,6,Ohio,"Polio, paralytic"
1954,6,6,Ohio,"Polio, paralytic"
1954,7,53,Ohio,"Polio, paralytic"
1954,8,167,Ohio,"Polio, paralytic"
1954,9,206,Ohio,"Polio, paralytic"
1954,10,120,Ohio,"Polio, paralytic"
1954,11,53,Ohio,"Polio, paralytic"
1954,12,19,Ohio,"Polio, paralytic"
1954,1,1,Oklahoma,"Polio, paralytic"
1954,2,4,Oklahoma,"Polio, paralytic"
1954,3,2,Oklahoma,"Polio, paralytic"
1954,5,10,Oklahoma,"Polio, paralytic"
1954,6,14,Oklahoma,"Polio, paralytic"
1954,7,37,Oklahoma,"Polio, paralytic"
1954,8,29,Oklahoma,"Polio, paralytic"
1954,9,17,Oklahoma,"Polio, paralytic"
1954,10,7,Oklahoma,"Polio, paralytic"
1954,11,2,Oklahoma,"Polio, paralytic"
1954,12,2,Oklahoma,"Polio, paralytic"
1954,1,7,Oregon,"Polio, paralytic"
1954,2,7,Oregon,"Polio, paralytic"
1954,3,3,Oregon,"Polio, paralytic"
1954,4,4,Oregon,"Polio, paralytic"
1954,5,4,Oregon,"Polio, paralytic"
1954,6,10,Oregon,"Polio, paralytic"
1954,7,17,Oregon,"Polio, paralytic"
1954,8,24,Oregon,"Polio, paralytic"
1954,9,55,Oregon,"Polio, paralytic"
1954,10,39,Oregon,"Polio, paralytic"
1954,11,36,Oregon,"Polio, paralytic"
1954,12,21,Oregon,"Polio, paralytic"
1954,1,13,Pennsylvania,"Polio, paralytic"
1954,2,5,Pennsylvania,"Polio, paralytic"
1954,3,3,Pennsylvania,"Polio, paralytic"
1954,4,3,Pennsylvania,"Polio, paralytic"
1954,5,3,Pennsylvania,"Polio, paralytic"
1954,6,13,Pennsylvania,"Polio, paralytic"
1954,7,51,Pennsylvania,"Polio, paralytic"
1954,8,155,Pennsylvania,"Polio, paralytic"
1954,9,146,Pennsylvania,"Polio, paralytic"
1954,10,95,Pennsylvania,"Polio, paralytic"
1954,11,36,Pennsylvania,"Polio, paralytic"
1954,12,9,Pennsylvania,"Polio, paralytic"
1954,8,5,Rhode Island,"Polio, paralytic"
1954,9,20,Rhode Island,"Polio, paralytic"
1954,10,15,Rhode Island,"Polio, paralytic"
1954,11,5,Rhode Island,"Polio, paralytic"
1954,1,3,South Carolina,"Polio, paralytic"
1954,2,1,South Carolina,"Polio, paralytic"
1954,5,6,South Carolina,"Polio, paralytic"
1954,6,16,South Carolina,"Polio, paralytic"
1954,7,34,South Carolina,"Polio, paralytic"
1954,8,18,South Carolina,"Polio, paralytic"
1954,9,26,South Carolina,"Polio, paralytic"
1954,10,28,South Carolina,"Polio, paralytic"
1954,11,9,South Carolina,"Polio, paralytic"
1954,12,5,South Carolina,"Polio, paralytic"
1954,1,2,South Dakota,"Polio, paralytic"
1954,6,2,South Dakota,"Polio, paralytic"
1954,7,4,South Dakota,"Polio, paralytic"
1954,8,8,South Dakota,"Polio, paralytic"
1954,9,13,South Dakota,"Polio, paralytic"
1954,10,12,South Dakota,"Polio, paralytic"
1954,11,3,South Dakota,"Polio, paralytic"
1954,1,8,Tennessee,"Polio, paralytic"
1954,2,1,Tennessee,"Polio, paralytic"
1954,3,1,Tennessee,"Polio, paralytic"
1954,4,1,Tennessee,"Polio, paralytic"
1954,5,6,Tennessee,"Polio, paralytic"
1954,6,8,Tennessee,"Polio, paralytic"
1954,7,51,Tennessee,"Polio, paralytic"
1954,8,63,Tennessee,"Polio, paralytic"
1954,9,69,Tennessee,"Polio, paralytic"
1954,10,35,Tennessee,"Polio, paralytic"
1954,11,21,Tennessee,"Polio, paralytic"
1954,12,5,Tennessee,"Polio, paralytic"
1954,1,28,Texas,"Polio, paralytic"
1954,2,22,Texas,"Polio, paralytic"
1954,3,29,Texas,"Polio, paralytic"
1954,4,28,Texas,"Polio, paralytic"
1954,5,70,Texas,"Polio, paralytic"
1954,6,135,Texas,"Polio, paralytic"
1954,7,272,Texas,"Polio, paralytic"
1954,8,199,Texas,"Polio, paralytic"
1954,9,184,Texas,"Polio, paralytic"
1954,10,161,Texas,"Polio, paralytic"
1954,11,52,Texas,"Polio, paralytic"
1954,12,30,Texas,"Polio, paralytic"
1954,1,11,Utah,"Polio, paralytic"
1954,2,3,Utah,"Polio, paralytic"
1954,3,1,Utah,"Polio, paralytic"
1954,4,1,Utah,"Polio, paralytic"
1954,5,3,Utah,"Polio, paralytic"
1954,6,5,Utah,"Polio, paralytic"
1954,7,12,Utah,"Polio, paralytic"
1954,8,39,Utah,"Polio, paralytic"
1954,9,54,Utah,"Polio, paralytic"
1954,10,50,Utah,"Polio, paralytic"
1954,11,32,Utah,"Polio, paralytic"
1954,12,15,Utah,"Polio, paralytic"
1954,1,1,Vermont,"Polio, paralytic"
1954,7,2,Vermont,"Polio, paralytic"
1954,8,5,Vermont,"Polio, paralytic"
1954,9,7,Vermont,"Polio, paralytic"
1954,10,12,Vermont,"Polio, paralytic"
1954,11,4,Vermont,"Polio, paralytic"
1954,12,15,Vermont,"Polio, paralytic"
1954,1,2,Virginia,"Polio, paralytic"
1954,2,2,Virginia,"Polio, paralytic"
1954,3,4,Virginia,"Polio, paralytic"
1954,4,2,Virginia,"Polio, paralytic"
1954,5,1,Virginia,"Polio, paralytic"
1954,6,6,Virginia,"Polio, paralytic"
1954,7,40,Virginia,"Polio, paralytic"
1954,8,97,Virginia,"Polio, paralytic"
1954,9,101,Virginia,"Polio, paralytic"
1954,10,94,Virginia,"Polio, paralytic"
1954,11,34,Virginia,"Polio, paralytic"
1954,12,13,Virginia,"Polio, paralytic"
1954,1,14,Washington,"Polio, paralytic"
1954,2,2,Washington,"Polio, paralytic"
1954,3,4,Washington,"Polio, paralytic"
1954,4,6,Washington,"Polio, paralytic"
1954,5,6,Washington,"Polio, paralytic"
1954,6,10,Washington,"Polio, paralytic"
1954,7,22,Washington,"Polio, paralytic"
1954,8,55,Washington,"Polio, paralytic"
1954,9,86,Washington,"Polio, paralytic"
1954,10,60,Washington,"Polio, paralytic"
1954,11,25,Washington,"Polio, paralytic"
1954,12,14,Washington,"Polio, paralytic"
1954,1,2,West Virginia,"Polio, paralytic"
1954,2,4,West Virginia,"Polio, paralytic"
1954,3,2,West Virginia,"Polio, paralytic"
1954,4,2,West Virginia,"Polio, paralytic"
1954,5,6,West Virginia,"Polio, paralytic"
1954,6,6,West Virginia,"Polio, paralytic"
1954,7,11,West Virginia,"Polio, paralytic"
1954,8,51,West Virginia,"Polio, paralytic"
1954,9,76,West Virginia,"Polio, paralytic"
1954,10,46,West Virginia,"Polio, paralytic"
1954,11,10,West Virginia,"Polio, paralytic"
1954,12,3,West Virginia,"Polio, paralytic"
1954,1,2,Wisconsin,"Polio, paralytic"
1954,2,2,Wisconsin,"Polio, paralytic"
1954,3,1,Wisconsin,"Polio, paralytic"
1954,5,2,Wisconsin,"Polio, paralytic"
1954,6,5,Wisconsin,"Polio, paralytic"
1954,7,6,Wisconsin,"Polio, paralytic"
1954,8,32,Wisconsin,"Polio, paralytic"
1954,9,71,Wisconsin,"Polio, paralytic"
1954,10,53,Wisconsin,"Polio, paralytic"
1954,11,25,Wisconsin,"Polio, paralytic"
1954,12,9,Wisconsin,"Polio, paralytic"
1954,1,2,Wyoming,"Polio, paralytic"
1954,6,5,Wyoming,"Polio, paralytic"
1954,7,26,Wyoming,"Polio, paralytic"
1954,8,34,Wyoming,"Polio, paralytic"
1954,9,41,Wyoming,"Polio, paralytic"
1954,10,28,Wyoming,"Polio, paralytic"
1954,11,14,Wyoming,"Polio, paralytic"
1954,12,5,Wyoming,"Polio, paralytic"
1955,1,2,Alabama,"Polio, paralytic"
1955,2,2,Alabama,"Polio, paralytic"
1955,3,1,Alabama,"Polio, paralytic"
1955,4,1,Alabama,"Polio, paralytic"
1955,5,3,Alabama,"Polio, paralytic"
1955,6,14,Alabama,"Polio, paralytic"
1955,7,17,Alabama,"Polio, paralytic"
1955,8,14,Alabama,"Polio, paralytic"
1955,9,10,Alabama,"Polio, paralytic"
1955,10,11,Alabama,"Polio, paralytic"
1955,11,3,Alabama,"Polio, paralytic"
1955,12,2,Alabama,"Polio, paralytic"
1955,1,2,Alaska,"Polio, paralytic"
1955,3,4,Alaska,"Polio, paralytic"
1955,4,1,Alaska,"Polio, paralytic"
1955,6,1,Alaska,"Polio, paralytic"
1955,8,12,Alaska,"Polio, paralytic"
1955,9,7,Alaska,"Polio, paralytic"
1955,10,8,Alaska,"Polio, paralytic"
1955,11,2,Alaska,"Polio, paralytic"
1955,2,1,Arizona,"Polio, paralytic"
1955,3,1,Arizona,"Polio, paralytic"
1955,4,3,Arizona,"Polio, paralytic"
1955,5,3,Arizona,"Polio, paralytic"
1955,6,2,Arizona,"Polio, paralytic"
1955,7,3,Arizona,"Polio, paralytic"
1955,8,11,Arizona,"Polio, paralytic"
1955,9,19,Arizona,"Polio, paralytic"
1955,10,11,Arizona,"Polio, paralytic"
1955,11,4,Arizona,"Polio, paralytic"
1955,12,3,Arizona,"Polio, paralytic"
1955,1,3,Arkansas,"Polio, paralytic"
1955,2,1,Arkansas,"Polio, paralytic"
1955,3,5,Arkansas,"Polio, paralytic"
1955,4,4,Arkansas,"Polio, paralytic"
1955,5,3,Arkansas,"Polio, paralytic"
1955,6,13,Arkansas,"Polio, paralytic"
1955,7,17,Arkansas,"Polio, paralytic"
1955,8,29,Arkansas,"Polio, paralytic"
1955,9,12,Arkansas,"Polio, paralytic"
1955,10,13,Arkansas,"Polio, paralytic"
1955,11,4,Arkansas,"Polio, paralytic"
1955,12,2,Arkansas,"Polio, paralytic"
1955,1,47,California,"Polio, paralytic"
1955,2,28,California,"Polio, paralytic"
1955,3,21,California,"Polio, paralytic"
1955,4,28,California,"Polio, paralytic"
1955,5,81,California,"Polio, paralytic"
1955,6,93,California,"Polio, paralytic"
1955,7,93,California,"Polio, paralytic"
1955,8,150,California,"Polio, paralytic"
1955,9,170,California,"Polio, paralytic"
1955,10,153,California,"Polio, paralytic"
1955,11,183,California,"Polio, paralytic"
1955,12,97,California,"Polio, paralytic"
1955,1,4,Colorado,"Polio, paralytic"
1955,2,2,Colorado,"Polio, paralytic"
1955,3,1,Colorado,"Polio, paralytic"
1955,4,2,Colorado,"Polio, paralytic"
1955,5,10,Colorado,"Polio, paralytic"
1955,6,9,Colorado,"Polio, paralytic"
1955,7,10,Colorado,"Polio, paralytic"
1955,8,27,Colorado,"Polio, paralytic"
1955,9,21,Colorado,"Polio, paralytic"
1955,10,7,Colorado,"Polio, paralytic"
1955,11,14,Colorado,"Polio, paralytic"
1955,12,4,Colorado,"Polio, paralytic"
1955,1,2,Connecticut,"Polio, paralytic"
1955,2,1,Connecticut,"Polio, paralytic"
1955,6,1,Connecticut,"Polio, paralytic"
1955,7,16,Connecticut,"Polio, paralytic"
1955,8,72,Connecticut,"Polio, paralytic"
1955,9,64,Connecticut,"Polio, paralytic"
1955,10,31,Connecticut,"Polio, paralytic"
1955,11,13,Connecticut,"Polio, paralytic"
1955,12,3,Connecticut,"Polio, paralytic"
1955,1,1,Delaware,"Polio, paralytic"
1955,3,1,Delaware,"Polio, paralytic"
1955,4,1,Delaware,"Polio, paralytic"
1955,5,8,Delaware,"Polio, paralytic"
1955,6,4,Delaware,"Polio, paralytic"
1955,7,4,Delaware,"Polio, paralytic"
1955,8,8,Delaware,"Polio, paralytic"
1955,9,1,Delaware,"Polio, paralytic"
1955,10,2,Delaware,"Polio, paralytic"
1955,11,1,Delaware,"Polio, paralytic"
1955,12,1,Delaware,"Polio, paralytic"
1955,5,2,District of Columbia,"Polio, paralytic"
1955,6,2,District of Columbia,"Polio, paralytic"
1955,7,3,District of Columbia,"Polio, paralytic"
1955,8,6,District of Columbia,"Polio, paralytic"
1955,9,7,District of Columbia,"Polio, paralytic"
1955,10,4,District of Columbia,"Polio, paralytic"
1955,11,1,District of Columbia,"Polio, paralytic"
1955,12,1,District of Columbia,"Polio, paralytic"
1955,1,41,Florida,"Polio, paralytic"
1955,2,8,Florida,"Polio, paralytic"
1955,3,11,Florida,"Polio, paralytic"
1955,4,12,Florida,"Polio, paralytic"
1955,5,3,Florida,"Polio, paralytic"
1955,6,17,Florida,"Polio, paralytic"
1955,7,5,Florida,"Polio, paralytic"
1955,8,17,Florida,"Polio, paralytic"
1955,9,21,Florida,"Polio, paralytic"
1955,10,7,Florida,"Polio, paralytic"
1955,11,8,Florida,"Polio, paralytic"
1955,12,5,Florida,"Polio, paralytic"
1955,1,4,Georgia,"Polio, paralytic"
1955,2,2,Georgia,"Polio, paralytic"
1955,3,1,Georgia,"Polio, paralytic"
1955,4,9,Georgia,"Polio, paralytic"
1955,5,12,Georgia,"Polio, paralytic"
1955,6,10,Georgia,"Polio, paralytic"
1955,7,19,Georgia,"Polio, paralytic"
1955,8,36,Georgia,"Polio, paralytic"
1955,9,32,Georgia,"Polio, paralytic"
1955,10,18,Georgia,"Polio, paralytic"
1955,11,15,Georgia,"Polio, paralytic"
1955,12,9,Georgia,"Polio, paralytic"
1955,2,2,Hawaii,"Polio, paralytic"
1955,3,2,Hawaii,"Polio, paralytic"
1955,4,1,Hawaii,"Polio, paralytic"
1955,5,6,Hawaii,"Polio, paralytic"
1955,6,10,Hawaii,"Polio, paralytic"
1955,7,15,Hawaii,"Polio, paralytic"
1955,8,9,Hawaii,"Polio, paralytic"
1955,9,17,Hawaii,"Polio, paralytic"
1955,10,29,Hawaii,"Polio, paralytic"
1955,11,27,Hawaii,"Polio, paralytic"
1955,12,17,Hawaii,"Polio, paralytic"
1955,4,10,Idaho,"Polio, paralytic"
1955,5,29,Idaho,"Polio, paralytic"
1955,6,20,Idaho,"Polio, paralytic"
1955,7,22,Idaho,"Polio, paralytic"
1955,8,28,Idaho,"Polio, paralytic"
1955,9,20,Idaho,"Polio, paralytic"
1955,10,6,Idaho,"Polio, paralytic"
1955,11,9,Idaho,"Polio, paralytic"
1955,12,6,Idaho,"Polio, paralytic"
1955,1,5,Illinois,"Polio, paralytic"
1955,2,7,Illinois,"Polio, paralytic"
1955,3,10,Illinois,"Polio, paralytic"
1955,4,10,Illinois,"Polio, paralytic"
1955,5,22,Illinois,"Polio, paralytic"
1955,6,18,Illinois,"Polio, paralytic"
1955,7,73,Illinois,"Polio, paralytic"
1955,8,224,Illinois,"Polio, paralytic"
1955,9,180,Illinois,"Polio, paralytic"
1955,10,69,Illinois,"Polio, paralytic"
1955,11,29,Illinois,"Polio, paralytic"
1955,12,10,Illinois,"Polio, paralytic"
1955,1,2,Indiana,"Polio, paralytic"
1955,2,2,Indiana,"Polio, paralytic"
1955,3,3,Indiana,"Polio, paralytic"
1955,4,3,Indiana,"Polio, paralytic"
1955,5,4,Indiana,"Polio, paralytic"
1955,6,3,Indiana,"Polio, paralytic"
1955,7,32,Indiana,"Polio, paralytic"
1955,8,53,Indiana,"Polio, paralytic"
1955,9,41,Indiana,"Polio, paralytic"
1955,10,25,Indiana,"Polio, paralytic"
1955,11,17,Indiana,"Polio, paralytic"
1955,1,3,Iowa,"Polio, paralytic"
1955,4,2,Iowa,"Polio, paralytic"
1955,5,6,Iowa,"Polio, paralytic"
1955,6,2,Iowa,"Polio, paralytic"
1955,7,19,Iowa,"Polio, paralytic"
1955,8,31,Iowa,"Polio, paralytic"
1955,9,24,Iowa,"Polio, paralytic"
1955,10,17,Iowa,"Polio, paralytic"
1955,11,8,Iowa,"Polio, paralytic"
1955,12,2,Iowa,"Polio, paralytic"
